,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
199,2851719,AN,22,400104,233,233,131,B,ADLD,395003,2017-03-06,2017-03-02,2018-02-08,4581,2018-02-15,13.38613569357396
200,3050820,C,5,380009,233,233,131,B,ADLD,390001,2017-11-27,2017-11-27,2018-04-03,4546,2018-04-14,15.63462342897137
201,2831087,C,1,400059,233,233,131,A,ADLD,401101,2017-11-02,2017-11-02,2018-02-02,4545,2018-02-06,13.886087357344255
202,3025646,AN,22,400104,233,233,131,A,ADLD,421204,2017-04-10,2017-04-09,2018-03-27,4581,2018-04-01,10.989199155906414
203,2970923,AN,26,560066,201,201,131,0,ADLD,686693,2017-09-28,2016-09-28,2018-03-12,4495,2018-03-18,16.07657682206281
204,3011431,AN,21,110015,233,233,131,B,ADLD,132103,2018-02-22,2017-12-14,2018-03-23,4580,2018-03-26,11.569315582534976
205,2930527,J,2,110018,233,245,131,A,ADLD,110083,2018-02-13,2018-02-08,2018-03-02,4432,2018-03-20,17.33202080624141
206,2973842,AM,1,400059,233,245,131,A,ADLD,380023,2017-12-08,2017-12-08,2018-03-13,4018,2018-03-27,16.982345436129393
207,2906533,AN,17,800001,233,233,131,B,ADLD,844101,2017-08-16,2017-08-10,2018-02-25,4538,2018-02-27,14.074031567429884
208,2926719,AN,21,110015,233,233,131,A,ADLD,121004,2017-04-20,2017-04-19,2018-03-01,4580,2018-03-03,9.834150824766924
209,2853484,Z,12,302006,233,233,131,A,ADLD,302039,2017-12-20,2017-12-19,2018-02-08,4392,2018-02-13,13.544894487096348
210,2856207,L,4,600024,233,233,131,A,ADLD,600007,2017-05-24,2017-05-23,2018-02-09,4488,2018-02-13,13.69385562333498
211,2858829,AN,8,700064,233,233,131,C,ADLD,751007,2017-08-03,2017-07-22,2018-02-10,4508,2018-02-14,12.55244962899917
212,2945850,AJ,2,110018,233,233,131,A,ADLD,110058,2017-07-03,2017-07-03,2018-03-06,4388,2018-03-13,14.54207393429017
213,2969739,C,7,500004,233,233,131,A,ADLD,500039,2017-11-23,2017-11-15,2018-03-11,4477,2018-03-15,13.629812742752634
214,2957549,C,2,110018,233,233,228,A,ADLD,121002,2018-02-21,2017-09-06,2018-03-08,4550,2018-03-20,12.542459563102785
215,2995918,AN,21,110015,233,233,131,B,ADLD,221004,2017-11-23,2017-10-18,2018-03-19,4580,2018-03-22,11.708682782286763
216,2987728,AJ,7,500004,233,233,228,B,ADLD,533006,2018-01-30,2017-09-15,2018-03-16,4474,2018-03-23,12.903013319792617
217,2993810,AE,1,400059,308,233,131,A,ADLD,400601,2017-08-13,2017-08-13,2018-03-18,4015,2018-03-26,19.611396875914508
218,3047098,C,2,110018,308,233,131,A,ADLD,110018,2017-10-15,2017-10-11,2018-04-02,4091,2018-04-04,17.972317350741594
219,3025845,AJ,23,400001,233,233,131,A,ADLD,400604,2017-05-23,2017-05-23,2018-03-27,4398,2018-04-06,12.198215320508808
220,3027054,AI,27,110034,233,233,131,B,ADLD,342007,2017-10-11,2017-10-12,2018-03-27,4388,2018-04-03,14.465074361659148
221,3045240,AJ,23,400001,233,233,131,A,ADLD,400078,2017-09-11,2017-09-04,2018-04-02,4398,2018-04-07,12.105956154024527
222,2975768,AN,21,110015,233,233,131,C,ADLD,171001,2017-10-05,2017-09-21,2018-03-13,4580,2018-04-09,12.607178004835447
223,3003143,AN,22,400104,233,245,131,B,ADLD,390011,2017-06-13,2017-05-05,2018-03-21,4581,2018-03-24,13.26118215165343
224,3060784,C,2,110018,233,245,131,A,ADLD,110059,2017-05-01,2017-05-01,2018-04-06,4091,2018-04-07,16.218424195163546
225,3019566,AN,21,110015,201,201,131,0,ADLD,173025,2017-09-07,2017-09-05,2018-03-26,4441,2018-04-06,19.475279737754697
226,2993847,C,2,110018,233,233,228,A,ADLD,110052,2018-01-18,2017-11-25,2018-03-18,4550,2018-04-08,12.3904203574357
227,2885039,AA,11,641012,201,201,228,0,ADLD,682307,2018-01-23,2017-10-01,2018-02-19,4498,2018-02-22,15.681183240348844
228,2835438,C,2,110018,233,233,131,A,ADLD,110016,2017-08-23,2017-07-29,2018-02-03,4091,2018-02-12,15.960098157737018
229,2907019,AB,1,400059,233,233,131,B,ADLD,140406,2017-09-05,2017-09-05,2018-02-25,4390,2018-02-28,16.707769119583354
230,2900265,C,17,800001,233,233,131,A,ADLD,800001,2018-01-13,2017-12-02,2018-02-23,4409,2018-02-28,14.515153833921485
231,2934819,AN,22,400104,233,233,131,B,ADLD,395009,2017-10-06,2017-09-24,2018-03-03,4581,2018-03-13,13.38613569357396
232,2992557,AN,17,800001,233,233,131,C,ADLD,828116,2017-08-19,2017-08-17,2018-03-17,4538,2018-03-19,14.303635443263172
233,3056446,AJ,27,110034,233,233,228,A,ADLD,201310,2017-09-08,2017-06-23,2018-04-05,4388,2018-04-07,11.62899988597455
234,3038189,AJ,25,560037,233,233,228,A,ADLD,560011,2018-03-26,2017-07-04,2018-03-30,4460,2018-04-12,10.11321249750223
235,3004678,AN,21,110015,233,233,131,B,ADLD,184101,2017-09-11,2017-09-05,2018-03-21,4580,2018-03-27,11.833636324207294
236,2818786,AJ,3,560011,233,233,131,A,ADLD,560037,2017-08-21,2017-08-13,2018-01-30,4460,2018-02-01,10.651236068366696
237,3036064,S,24,110092,233,233,131,B,ADLD,844101,2017-02-23,2017-02-20,2018-03-29,4150,2018-04-10,20.216603846191894
238,3059022,AN,22,400104,233,233,131,A,ADLD,380005,2017-04-15,2017-04-12,2018-04-05,4581,2018-04-14,10.885317602712759
239,3066039,C,2,110018,233,233,131,A,ADLD,122001,2016-05-03,2016-04-30,2018-04-08,4094,2018-04-12,16.379651235379264
240,2830233,AN,21,110015,233,233,131,B,ADLD,324001,2017-07-20,2017-04-08,2018-02-01,4580,2018-02-05,13.378875956455591
241,2850432,C,9,411016,233,233,131,A,ADLD,411028,2017-07-31,2017-05-06,2018-02-07,4548,2018-02-09,13.37431297286663
242,2892190,C,9,411016,233,233,131,B,ADLD,422101,2017-03-28,2017-03-28,2018-02-21,4548,2018-02-21,15.37765478426723
243,2957280,AJ,3,560011,233,233,228,A,ADLD,560045,2018-02-10,2017-05-29,2018-03-08,4460,2018-03-15,10.178930503135149
244,2993689,AN,7,500004,233,233,131,C,ADLD,517502,2017-04-28,2017-04-28,2018-03-18,4403,2018-03-21,14.859647462942643
245,2990094,AM,2,110018,233,233,228,B,ADLD,144001,2018-03-01,2017-08-16,2018-03-17,4092,2018-03-19,16.07675757167868
246,2995056,AJ,23,400001,233,233,131,B,ADLD,395006,2016-09-05,2017-02-10,2018-03-19,4398,2018-03-26,14.436894427475792
247,2975194,S,7,500004,233,233,131,B,ADLD,522001,2018-02-24,2018-02-24,2018-03-13,4479,2018-04-01,19.29077592612203
248,3057908,D,3,560011,233,233,131,A,ADLD,560093,2018-01-17,2018-01-16,2018-04-05,4469,2018-04-10,13.053281580594573
249,2874094,AN,2,110018,233,245,131,A,ADLD,110066,2018-01-11,2018-01-09,2018-02-15,4147,2018-02-20,14.180532011517016
250,2851137,AA,2,110018,233,233,228,A,ADLD,122002,2018-01-22,2017-07-21,2018-02-08,4150,2018-02-11,16.45496735852652
251,2931007,AN,21,110015,233,233,131,C,ADLD,122050,2017-06-28,2017-06-27,2018-03-02,4580,2018-03-09,11.91057705298597
252,2971306,C,2,110018,308,233,131,A,ADLD,122002,2016-04-08,2016-03-30,2018-03-12,4091,2018-03-16,18.13354439095731
253,3072421,AN,21,110015,308,233,131,A,ADLD,110063,2017-04-19,2017-04-18,2018-04-10,4580,2018-04-12,9.72551469901464
254,2861501,AN,22,400104,233,233,131,A,ADLD,421201,2017-10-06,2017-10-01,2018-02-11,4581,2018-02-15,10.956504780470164
255,2876935,C,3,560011,233,233,131,A,ADLD,560060,2017-04-30,2017-04-29,2018-02-16,4461,2018-02-19,13.10245719335353
256,2892111,AN,4,600024,233,233,228,A,ADLD,600045,2018-01-12,2017-03-12,2018-02-21,4490,2018-03-09,9.738642608188528
257,2833665,AJ,2,110018,233,233,131,A,ADLD,121001,2018-01-09,2017-05-01,2018-02-03,4388,2018-02-07,14.267147711475243
258,2865675,AI,8,700064,201,233,131,D,ADLD,713217,2017-10-30,2017-10-27,2018-02-13,4499,2018-02-13,11.0448656123526
259,2880953,C,1,400059,233,233,131,B,ADLD,422002,2017-04-05,2017-04-05,2018-02-17,4545,2018-02-19,15.843621735311464
260,3052594,AN,21,110015,201,233,228,D,ADLD,124146,2018-03-18,2017-07-08,2018-04-04,4580,2018-04-08,12.02174926300335
261,3066119,AN,22,400104,233,233,131,B,ADLD,395007,2017-05-29,2017-05-26,2018-04-08,4581,2018-04-14,13.38613569357396
262,2842946,AN,8,700064,233,233,131,A,ADLD,700046,2017-12-22,2017-12-13,2018-02-06,4508,2018-02-09,9.786837643457421
263,2908231,AN,22,400104,233,233,131,B,ADLD,421305,2017-04-06,2017-04-05,2018-02-26,4581,2018-02-27,13.568225400388984
264,3016688,AN,21,110015,233,233,131,B,ADLD,123101,2017-07-20,2017-07-17,2018-03-25,4580,2018-03-28,11.569315582534976
265,2830355,AJ,6,160059,233,233,228,B,ADLD,134107,2018-01-08,2017-02-09,2018-02-02,4437,2018-02-07,12.526315608028623
266,2848358,AM,6,160059,233,233,131,C,ADLD,143001,2017-10-18,2017-10-17,2018-02-07,4435,2018-02-13,12.663885968302816
267,2818824,AN,21,110015,201,233,131,D,ADLD,173213,2018-01-01,2017-12-22,2018-01-30,4673,2018-02-09,13.000337031421116
268,2842438,C,2,110018,233,233,228,A,ADLD,122001,2017-08-20,2016-01-23,2018-02-05,4091,2018-02-12,16.167062496498954
269,2859630,AN,22,400104,233,233,131,B,ADLD,360005,2017-08-04,2017-08-03,2018-02-10,4581,2018-02-15,13.29387652708968
270,2946038,C,7,500004,233,233,228,A,ADLD,500072,2018-02-14,2016-10-29,2018-03-06,4477,2018-03-14,13.479681702281702
271,2979500,AN,21,110015,233,233,131,A,ADLD,110095,2017-09-02,2016-10-26,2018-03-14,4580,2018-03-17,9.377515004028899
272,2848271,AN,3,560011,233,233,131,A,ADLD,560001,2017-04-17,2017-04-15,2018-02-07,4467,2018-02-09,10.690137892646945
273,2843549,C,8,700064,233,233,131,A,ADLD,700157,2018-01-03,2017-06-24,2018-02-06,4500,2018-02-09,12.601505321787197
274,2862613,C,1,400059,233,233,131,A,ADLD,400081,2017-06-22,2017-06-22,2018-02-12,4545,2018-02-20,13.81490017958685
275,2880618,C,1,400059,233,233,131,A,ADLD,421302,2017-09-13,2017-09-12,2018-02-17,4545,2018-02-20,13.886087357344255
276,2902421,AN,21,110015,233,233,131,B,ADLD,303108,2017-04-11,2017-04-09,2018-02-23,4580,2018-02-28,13.411570331891841
277,2866791,AN,8,700064,201,233,131,D,ADLD,733202,2017-09-22,2017-09-09,2018-02-13,4508,2018-02-20,13.169147464209285
278,2897488,AM,8,700064,233,233,131,B,ADLD,781022,2018-01-20,2017-10-25,2018-02-22,4502,2018-02-26,12.248753910038372
279,2959935,AN,21,110015,233,233,131,B,ADLD,324007,2016-11-30,2016-11-29,2018-03-09,4580,2018-03-14,13.411570331891841
280,2947560,C,6,160059,233,233,131,B,ADLD,134109,2017-08-06,2017-06-16,2018-03-06,4549,2018-03-10,14.497750585411275
281,2987209,AJ,8,700064,233,233,131,A,ADLD,700084,2017-06-03,2017-06-01,2018-03-16,4499,2018-03-18,9.94397183574169
282,3009301,AJ,23,400001,308,233,131,A,ADLD,400607,2017-04-07,2017-04-07,2018-03-22,4398,2018-04-05,13.22830105919095
283,2979823,AJ,25,560037,233,233,228,A,ADLD,600029,2017-07-20,2017-01-02,2018-03-14,4460,2018-04-07,9.835525383385045
284,3067125,AN,21,110015,308,233,131,A,ADLD,110025,2017-07-22,2017-07-21,2018-04-09,4580,2018-04-17,9.543095007830855
285,3032262,C,3,560011,233,245,131,A,ADLD,560045,2017-01-21,2016-10-16,2018-03-28,4461,2018-03-31,13.10245719335353
286,2931222,AI,23,400001,233,233,131,B,ADLD,440032,2017-10-21,2017-10-20,2018-03-03,4398,2018-03-07,14.508081605233198
287,2868023,AN,21,110015,233,233,228,B,ADLD,322001,2017-12-17,2016-10-19,2018-02-14,4580,2018-02-16,13.007447337532255
288,2906957,C,3,560011,233,233,131,B,ADLD,570002,2017-06-26,2017-06-25,2018-02-25,4461,2018-03-05,14.961868427296826
289,2967296,AN,3,560011,233,233,131,A,ADLD,560095,2016-06-20,2016-06-14,2018-03-10,4467,2018-03-13,10.41223188788722
290,3014033,AN,22,400104,233,245,131,B,ADLD,395007,2017-05-10,2017-05-05,2018-03-24,4581,2018-03-27,13.26118215165343
291,3016573,AJ,23,400001,233,245,228,B,ADLD,395007,2018-02-28,2018-02-17,2018-03-25,4398,2018-03-27,14.200640947565576
292,2937458,AJ,12,302006,308,233,228,B,ADLD,313001,2018-02-14,2017-02-06,2018-03-03,4407,2018-03-09,14.0793713442425
293,2926936,C,2,110018,233,233,228,B,ADLD,121102,2017-10-29,2017-08-16,2018-03-01,4550,2018-03-07,14.480743090772394
294,2847547,AN,22,400104,233,245,131,A,ADLD,380005,2018-01-20,2017-09-28,2018-02-07,4581,2018-02-11,10.760364060792227
295,2923129,AN,3,560011,233,233,131,A,ADLD,560016,2017-04-10,2017-03-01,2018-02-28,4467,2018-03-04,10.494101876082427
296,2941797,AJ,2,110018,201,233,228,0,ADLD,193123,2018-01-17,2017-02-12,2018-03-05,4388,2018-03-08,21.274500943088196
297,3036981,AN,21,110015,233,233,131,A,ADLD,122001,2017-04-09,2017-04-07,2018-03-29,4580,2018-04-04,10.053495985082469
298,2825024,AN,21,110015,233,233,131,A,ADLD,110009,2016-07-29,2016-07-28,2018-01-31,4580,2018-02-06,9.623922700188457
299,2862465,C,2,110018,233,233,228,A,ADLD,121006,2018-01-19,2017-10-16,2018-02-12,4550,2018-02-17,12.84008670136079
300,2879407,AN,22,400104,233,233,131,A,ADLD,380007,2017-07-24,2017-07-21,2018-02-17,4581,2018-02-19,10.871266589849846
301,2840356,AN,22,400104,233,233,131,A,ADLD,382340,2017-08-08,2017-04-07,2018-02-05,4581,2018-02-20,11.517804806071691
302,2872341,AJ,2,110018,233,233,131,A,ADLD,110019,2017-02-12,2017-02-12,2018-02-15,4388,2018-02-19,14.41712039236964
303,2901319,AN,21,110015,201,233,131,0,ADLD,250501,2017-10-02,2017-09-29,2018-02-23,4580,2018-02-26,17.233933828131082
304,2953078,AJ,2,110018,233,233,228,A,ADLD,201306,2018-01-12,2017-08-22,2018-03-07,4388,2018-03-08,14.751787572504051
305,2946604,AN,7,500004,233,233,131,C,ADLD,502296,2018-01-06,2017-11-30,2018-03-06,4403,2018-03-10,14.859647462942643
306,2939519,AJ,2,110018,233,233,228,A,ADLD,110009,2018-02-13,2018-03-17,2018-03-05,4550,2018-03-08,10.46890367262324
307,2939674,C,1,400059,233,233,131,A,ADLD,400604,2017-07-09,2017-07-09,2018-03-05,4010,2018-03-10,16.53613221051629
308,2934432,AN,21,110015,233,233,131,A,ADLD,121002,2016-06-24,2016-06-22,2018-03-03,4580,2018-03-16,10.078203452819547
309,2890006,AE,1,400059,233,233,131,A,ADLD,400612,2017-04-13,2017-04-13,2018-02-20,4015,2018-03-17,20.64148261459665
310,2988777,AN,7,500004,233,233,131,B,ADLD,520011,2017-10-18,2017-10-15,2018-03-16,4403,2018-03-20,14.594853568262094
311,3027182,AD,2,110018,233,233,228,A,ADLD,122015,2017-05-18,2016-08-13,2018-03-27,4148,2018-03-31,14.3952683927053
312,3006385,J,2,110018,233,233,228,A,ADLD,401303,2018-03-06,2018-02-08,2018-03-22,5138,2018-03-30,14.328134730761512
313,3049927,AI,27,110034,233,233,131,A,ADLD,302012,2017-10-21,2017-10-19,2018-04-03,4388,2018-04-07,11.985374772672609
314,3061337,C,8,700064,233,233,228,A,ADLD,700141,2018-02-15,2018-02-15,2018-04-06,4511,2018-04-10,11.739647431089862
315,3074283,AM,2,110018,233,233,131,A,ADLD,226003,2018-03-12,2018-03-12,2018-04-11,4092,2018-04-18,15.13052032611188
316,2838925,AJ,6,160059,233,233,228,B,ADLD,147001,2017-11-11,2017-05-30,2018-02-04,4437,2018-02-08,11.791807383720782
317,2851282,C,8,700064,233,233,131,A,ADLD,700034,2017-12-27,2017-12-27,2018-02-08,4500,2018-02-17,12.811592351214628
318,2961151,AI,10,226010,233,233,131,A,ADLD,226018,2017-11-24,2017-11-24,2018-03-09,4444,2018-03-16,11.09436088110882
319,3049238,AN,26,560066,233,233,131,A,ADLD,600119,2017-07-24,2017-01-23,2018-04-03,5001,2018-04-06,10.231628805574704
320,3040835,AJ,25,560037,233,233,228,B,ADLD,570011,2018-02-17,2017-06-20,2018-03-31,4460,2018-04-12,12.079565804943915
321,2979830,AN,7,500004,233,233,131,A,ADLD,500081,2018-03-12,2018-03-07,2018-03-14,4403,2018-03-19,12.671324843077096
322,3052750,AN,8,700064,233,233,131,C,ADLD,751030,2017-04-12,2017-04-11,2018-04-04,4508,2018-04-09,12.58514400443542
323,2827540,AJ,2,110018,233,233,228,A,ADLD,110008,2017-07-05,2017-06-25,2018-02-01,4388,2018-02-03,14.35451920870645
324,2852841,J,2,110018,233,233,131,A,ADLD,700003,2018-01-09,2017-12-30,2018-02-08,4017,2018-02-16,18.32594817261715
325,2985777,AA,24,110092,233,233,131,B,ADLD,412207,2017-07-29,2017-07-24,2018-03-15,4150,2018-03-22,15.559110735273867
326,2919197,AD,1,400059,233,233,131,B,ADLD,410206,2016-09-18,2016-09-11,2018-02-27,4011,2018-03-21,17.88442768642788
327,3048854,C,2,110018,233,233,131,C,ADLD,122504,2018-01-31,2017-08-07,2018-04-03,4550,2018-04-08,15.59160824115344
328,2863147,AJ,1,400059,201,233,228,0,ADLD,458226,2017-11-26,2017-06-07,2018-02-12,4388,2018-02-13,18.22588597406199
329,2991575,J,2,110018,233,245,228,A,ADLD,560029,2017-09-08,2017-06-09,2018-03-17,5138,2018-03-21,13.316450443384465
330,2858676,AN,3,560011,233,233,131,A,ADLD,560037,2017-06-29,2017-06-29,2018-02-10,4467,2018-02-13,10.494101876082427
331,2993836,AJ,17,800001,233,233,228,B,ADLD,842001,2017-11-11,2017-11-10,2018-03-18,4370,2018-03-19,15.60164745182168
332,2880697,C,3,560011,233,245,228,A,ADLD,560037,2017-07-03,2016-12-23,2018-02-17,4469,2018-02-19,12.812136631823588
333,2884060,AN,7,500004,233,0,131,A,ADLD,500072,2017-12-22,2017-03-01,2018-02-18,4403,2018-02-21,12.638630467640846
334,2897458,C,3,560011,233,233,228,B,ADLD,583104,2018-01-27,2018-01-14,2018-02-22,4461,2018-03-01,14.213396670890836
335,3071520,AN,21,110015,233,233,131,A,ADLD,110085,2017-05-22,2017-05-20,2018-04-10,4580,2018-04-15,9.41020937946515
336,3063673,AJ,27,110034,233,233,228,A,ADLD,122001,2017-08-02,2017-08-01,2018-04-07,4388,2018-04-14,11.289865807388844
337,2835406,AJ,2,110018,233,233,228,A,ADLD,110078,2018-01-03,2016-06-20,2018-02-03,4388,2018-02-05,14.222016032349151
338,2820666,AN,21,110015,233,233,131,A,ADLD,121003,2017-08-14,2018-02-17,2018-01-30,4580,2018-02-07,9.848201837629837
339,2824518,AN,17,800001,233,233,131,C,ADLD,821305,2017-08-17,2017-08-14,2018-01-31,4538,2018-02-06,14.435385874880792
340,2835880,AJ,7,500004,233,233,228,C,ADLD,501101,2018-01-18,2017-02-16,2018-02-03,4474,2018-02-10,13.247876984591233
341,2844210,AN,22,400104,233,233,131,A,ADLD,380058,2017-07-31,2017-07-29,2018-02-06,4581,2018-02-13,10.885317602712759
342,2883704,AN,4,600024,233,233,131,B,ADLD,625002,2017-03-14,2017-03-08,2018-02-18,4490,2018-02-21,12.561692563491336
343,2872428,AE,1,400059,233,233,131,A,ADLD,400078,2017-05-20,2017-05-14,2018-02-15,4015,2018-02-21,19.611396875914508
344,2865124,AJ,12,302006,201,233,228,0,ADLD,326001,2018-01-28,2017-09-08,2018-02-12,4407,2018-02-22,18.975661579133757
345,2900531,AA,9,411016,233,233,131,A,ADLD,411035,2017-05-18,2017-05-18,2018-02-23,4027,2018-02-24,13.397808486386083
346,2912950,AN,3,560011,308,233,131,A,ADLD,560048,2018-01-31,2017-08-26,2018-02-27,4467,2018-02-28,10.690137892646945
347,2941724,AN,8,700064,233,233,131,A,ADLD,700102,2018-02-10,2017-12-08,2018-03-05,4508,2018-03-09,9.786837643457421
348,2895816,AD,9,411016,233,233,131,A,ADLD,411045,2018-02-09,2017-12-16,2018-02-22,4030,2018-03-05,12.978782956035547
349,2969757,AN,22,400104,233,233,131,C,ADLD,394185,2017-12-15,2017-12-13,2018-03-11,4581,2018-03-13,13.601688556544335
350,2977332,AJ,6,160059,233,233,228,C,ADLD,142001,2017-12-22,2017-12-20,2018-03-13,4437,2018-03-16,12.136671048519398
351,2981638,AN,17,800001,233,233,131,C,ADLD,826001,2017-08-15,2017-08-11,2018-03-15,4410,2018-03-19,14.426950715780045
352,2982787,AJ,7,500004,233,233,228,A,ADLD,500056,2018-01-02,2017-07-06,2018-03-15,4474,2018-03-26,10.52742766063295
353,3009625,AD,1,400059,233,233,228,B,ADLD,452016,2017-08-21,2017-06-29,2018-03-23,4011,2018-03-24,16.976339661298624
354,3039932,AN,21,110015,233,233,131,B,ADLD,140401,2017-03-11,2017-02-22,2018-03-30,4580,2018-04-05,11.833636324207294
355,3051149,C,5,380009,233,233,228,A,ADLD,380052,2017-04-27,2017-02-15,2018-04-03,4546,2018-04-07,12.613118510333477
356,3014850,AA,24,110092,233,233,228,A,ADLD,110029,2018-02-13,2017-09-06,2018-03-24,4150,2018-03-27,11.341398908852138
357,2990497,AJ,25,560037,233,245,131,A,ADLD,560102,2017-07-15,2017-07-15,2018-03-17,4460,2018-03-20,9.916826049905811
358,2987641,AJ,23,400001,233,245,131,C,ADLD,362266,2018-01-30,2016-11-26,2018-03-16,4398,2018-03-22,14.701688322156341
359,2967063,H,1,400059,233,233,228,A,ADLD,122002,2018-01-04,2017-12-20,2018-03-10,4011,2018-03-17,18.987881669783885
360,3005014,AN,21,110015,233,233,131,B,ADLD,247667,2017-08-16,2017-08-14,2018-03-21,4580,2018-03-23,11.819585311344381
361,3001049,AJ,2,110018,233,233,228,B,ADLD,248007,2017-12-29,2017-12-22,2018-03-20,4388,2018-03-24,14.807236951524516
362,2862495,AN,8,700064,233,233,131,A,ADLD,700009,2017-11-14,2017-11-13,2018-02-12,4508,2018-02-24,10.458867638962827
363,2961996,C,2,110018,233,233,228,A,ADLD,121001,2017-12-18,2017-12-15,2018-03-10,4091,2018-03-13,15.456975873134231
364,2837146,C,3,560011,233,233,131,B,ADLD,570027,2016-10-10,2016-10-09,2018-02-03,4461,2018-02-08,14.784475773305646
365,2858820,C,9,411016,233,233,131,A,ADLD,411062,2017-07-27,2017-06-15,2018-02-10,4548,2018-02-13,13.263410443809011
366,2872598,AJ,8,700064,233,233,228,B,ADLD,711204,2017-07-31,2017-06-24,2018-02-15,4499,2018-02-26,11.95312318962413
367,2960434,AJ,25,560037,233,245,131,A,ADLD,560095,2017-05-19,2017-05-06,2018-03-09,4460,2018-03-17,10.126913079333242
368,3006839,AM,1,400059,233,233,131,C,ADLD,364003,2017-10-21,2017-10-26,2018-03-22,4018,2018-03-26,17.957584923118333
369,2945455,AN,8,700064,233,233,131,A,ADLD,700025,2017-08-11,2017-08-09,2018-03-06,4508,2018-03-08,9.982873660021939
370,2901000,C,1,400059,233,233,131,A,ADLD,400606,2017-11-26,2017-11-26,2018-02-23,4010,2018-03-03,16.62839137700057
371,2866075,AN,22,400104,233,233,131,B,ADLD,416416,2017-03-06,2017-03-02,2018-02-13,4581,2018-02-17,13.457322871331366
372,2940217,C,2,110018,308,233,228,A,ADLD,122018,2018-01-29,2017-01-05,2018-03-05,4091,2018-03-16,18.219049266690163
373,2998020,R,21,110015,233,233,131,B,ADLD,125001,2017-08-08,2016-04-08,2018-03-19,4580,2018-03-22,16.527909045476093
374,2998020,AN,21,110015,233,233,131,B,ADLD,125001,2017-08-08,2017-08-03,2018-03-19,4580,2018-03-22,11.569315582534976
375,2862759,AN,21,110015,233,233,131,A,ADLD,122001,2018-01-02,2017-12-08,2018-02-12,4580,2018-03-17,11.83445167460868
376,2828629,C,5,380009,233,233,131,B,ADLD,364002,2017-08-16,2017-08-11,2018-02-01,4546,2018-02-05,15.098791469715032
377,2859832,AF,2,110018,233,233,131,A,ADLD,110059,2017-05-11,2017-05-11,2018-02-10,4388,2018-02-13,14.70337064287817
378,2890686,AN,21,110015,201,233,131,0,ADLD,272002,2018-01-03,2017-12-30,2018-02-20,4580,2018-02-26,17.358887370051608
379,2947815,AD,7,500004,233,233,228,A,ADLD,500091,2017-06-13,2017-05-12,2018-03-06,4540,2018-03-12,10.612973655621401
380,2951196,AN,22,400104,233,233,131,B,ADLD,389001,2017-10-30,2017-10-27,2018-03-07,4581,2018-03-10,13.26118215165343
381,2971437,C,1,400059,233,233,131,A,ADLD,400064,2017-12-07,2017-12-04,2018-03-12,4545,2018-03-17,13.72264101310257
